source_file,raw_preview,section_path,processed_text,Topic,Topic_Name
102_Castrol India Ltd._2022_2023.json,"Annexure II POLICY ON NOMINATION, REMUNERATION, DIVERSITY 3. Policy on Appointment of Directors: AND...",paragraph_79,policy policy evaluation accordance approve determine time time size fill vacancy occur general evaluate refer policy remuneration make recommendation policy policy concern appropriate size act guideline remuneration base need matter relate base include outcome proper planning consider standard qualification expertise experience candidate evaluation policy appointment prepare pursuant provision recommend appointment list obligation assess skill set regulation need industry subject provision operate view corporate applicable law amend time time philosophy governance standard policy request reference responsible recommend candidate have relevant experience policy include amendment external consultant source policy deem appropriate induct policy member meet potential responsible candidate assess suitability candidate approve oversee implementation role view value review reassess standard governance require appropriate recommendation recommend appointment update policy reason include shortlist candidate directorship regulatory change consideration recommend compensation implementation policy responsibility pay commensurate industry norm position advise time time term position vacant unanticipated occurrence event meaning assign read meet early opportunity sebi discuss succession fill vacancy riteria selection power interpret administer policy rest candidate high decision final binding ethical character share value empower supplementary reflect order ensure effective implementation principle place candidate reputation time time ensure personal professional consistent oversight issue image reputation,-1,Outlier
102_Castrol India Ltd._2022_2023.json,Castrol India Limited Annual Report 2022 - Reports ii. The Board candidate should be of the highest ...,paragraph_80,candidate high technology commerce moral ethical character candidate digital marketing exhibit independence objectivity regulatory framework capable serve representative industry operate stockholder consider candidate election candidate personal quality able strive achieve substantial active contribution diversity community deliberation quality include operate intelligence self assuredness high work determine ethical standard inter personal skill appropriate characteristic skill independence courage willingness experience ask difficult question communication individual member skill commitment objective have diverse background experience candidate willing commit sufficient time available discharge duty policy independence membership prohibit interlock relationship conflict interest assess independence time appointment appointment oard assess policy accomplish respective field assess superior credential recognition determination independence new recognition fact foundation interest relationship disclose lubricant industry prefer person abide relevant experience candidate specify extensive relevant leadership policy subject provision experience include understanding complex challenge enterprise leadership issue experience sebi time time case consider significant positive assess characteristic candidate profile candidate gain accord criterion experience setting lay read outline list candidate policy determine account major operating officer major background alary level new employee law marketing finance business competitive relative peer operation strategic management variable remuneration award ndustry candidate parameter subject requirement experience moving continued service corporate consumer good performance condition automobile industry exist employee promote complementary field honor exist nformation technology contractual commitment include candidate fair outstanding share award pension entitlement understanding information,-1,Outlier
102_Castrol India Ltd._2022_2023.json,Castrol India Limited Annual Report 2022 - Reports d. W here an individual is relocating in order to...,paragraph_81,individual relocate order thereof accordance provision role provide sitting fee subject review certain benefit reasonable periodic basis require parameter relocation expense accommodation period prescribe law payment sit fee follow appointment assistance visa recommend application immigration issue approve ongoing arrangement tax equalization link profit link flight home housing allowance pay ned individual forfeit valuable monetary limit approve remuneration order join subject exceed award appropriate net profit compute compensation base evidence applicable provision determine make revise remuneration package consider overall performance balance expectation attendance current good practice requirement new recruit contribution respective ned recommend recommend change quantum commission remuneration term base outcome subject evaluation process provision applicable policy regulation id ned entitle stock principle legal compliance frame adopt option time time ed support superannuate applicable provision office support include assistance regulation prevail policy travel transport security advice discretion retain need administrative service ned time issue letter appointment recognize service discretion position remuneration revised remuneration attain age superannuation organizational quantum structure development reason remuneration set base discuss succession plan recommendation involve consonance set remuneration policy applicable time time office maintain provide administrative support remuneration id reasonable traveling communication expense incur carry duty remuneration sufficient attract reimburse motivate retain world class non talent remuneration practice consistent remuneration time recognize good practice standard remuneration aggregate smp remuneration payable ned determine remuneration policy resolution subject limit time nominate kmp entitle receive remuneration guide key principle sit ned entitle ink strategy substantial proportion sit fee determine time remuneration link success time attend implement strategy,-1,Outlier
102_Castrol India Ltd._2022_2023.json,Castrol India Limited Annual Report 2022 - Reports ii. P erformance related: A major part of total h...,paragraph_82,erformance relate major total hospitalization imbursements remuneration vary performance insurance cover accidental death large element share base dismemberment personal align interest accident insurance long term structure pay design reflect long term nature specific payable business significance safety ed base performance environmental risk evaluate provide variable level remuneration dependent shortiv informed judgment quantitative term performance plan qualitative assessment performance overall base performance make inform relative measure target reflect judgment framework approve plan turn reflect strategy treatment total overall pay take iii retiral form contribution account external market condition achieve balanced pay statutory requirement fair outcome ase organizational need aim policy ensure time retain high perform employee remunerate way reflect play critical role long term strategy consistent time time certain retention feature high proportion total roll overall potential remuneration compensation package link long term form performance salary set home currency review everance award remuneration comprise supervision approval broad component fixed variable eligible portion comprise pay perquisite smp case major organizational variable pay term comprise pre determined maximum compensation pay ong incentive award end performance entire supervision approval remuneration pay contract eligible wtds/ approve term approve smp base contribution performance relative position organization ixe include length service perquisite benefit provide base level fix remuneration reflect nnual scale dynamic business compensation review competitive external market basic/ compensation review fix salary provide employee performance management ensure steady income line system cycle guide skill experience addition business outlook employee differentiation base basic fix salary individual performance rating achieve provide employee certain perquisite applicable performance allowance benefit enable certain level lifestyle offer scope saving tax optimization commit assess possible provide performance order identify employee social security net subject strength area improve limit cover medical expense functioning end,-1,Outlier
102_Castrol India Ltd._2022_2023.json,Castrol India Limited Annual Report 2022 - Reports shall establish the criteria and processes manage...,paragraph_83,establish criterion process management necessary evaluation performance perform duty recommend meeting(s point time desire responsible monitoring reviewing framework aim set criterion evaluation approach achieve diversity performance independent build diverse inclusive culture integral success ethnicity age gender diversity carry evaluation underpin meritocracy area strategic performance focus employee base determine extend principle apply composition continue term appointment independent basis comprise performance evaluation have expertise different independent field performance evaluation place consider appropriate responsibility design composition organize diversity gender age evaluation process cultural educational background ethnicity professional experience skill knowledge appointment appointment continuation member subject accounting relate management outcome yearly evaluation process expertise woman process criterion evaluation recognize benefit diversity guide note bring consider composition issue sebi mindful applicable provision sebi list iversity ensure reflect global community modification thereto time time work create environment member employee hold business partner value attendance good member management ensure appointment basis merit eview performance delegate search nomination new consider nomination new evaluate performance balance skill knowledge experience take account view order identify capability desirable,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"particular appointment. Such evaluations will also consider c. assess the quality, quantity and time...",paragraph_84,particular appointment evaluation consider quality quantity timeliness diversity individual bring overall flow information aim ensure diverse mix possible,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"Annexure III Additionally, the Company continues to engage THE ANNUAL REPORT ON CORPORATE SOCIAL (CS...",paragraph_85,continue engage community area operation presence community development pursuant corporate program focus education upskille youth woman rief outline policy time time support believe humanitarian aid activity provide responsibility bring endure positive value relief rehabilitation people impact community work line core theme natural disaster move continue follow approach initiate pilot build endure engage relationship key project test ground relevance lead stakeholder mobility sector non governmental organization base driver mechanic key partner stakeholder response partner experience play significant role keep wheel contribution agenda project sector move truck driver carry majority scale redesign encourage response freight traffic country mechanic service portfolio continue grow expand large automotive market world partnership investment skill livelihood opportunity socio economic condition need focus composition committed make positive impact life truck driver mechanic nature prepare face today reality leverage directorship tomorrow opportunity vision transform life truck driver mechanic sustainable livelihood building pride profession prepare truck driver mechanic today reality tomorrow opportunity nable sustainable livelihood make ready upskille provide opportunity socio economic growth literacy entrepreneurship development provide web link policy project approve building pride profession multiple disclose website programmatic intervention platform line vision focus key castrol corporate social responsibility.html flagship program holistic development truck driver provide summary web- castrol project carry pursuance sub rule rule mechanic aim corporate strengthen skill development applicable industrial sector focus technology com home investor general,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,The Company had appointed SATTVA Media and Consulting to undertake impact assessment for the two fla...,paragraph_88,appoint undertake impact assessment flagship program key finding assessment study era program holistic development truck driver score high road safety rule accident incident number challan skill increase saving investment energized drive body pain sense pride profession program upskilling mechanic score high technical skill improve productivity increase income increase saving month increase investment month decrease cash transaction life skill improve ability deal customer entrepreneurial skill program sense pride profession average net profit verage net profit calculate accordance provision percent average net profit sub crore surplus arise project program activity previous require set total obligation spend crore spend spend applicable crore total spend crore spend unspent spend crore unspent crore nil,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"(f) Excess amount for set-off, if any: tnuomA ralucitraP .oN .lS (in Rs. Crores) (1) (2) (3) i. Two ...",paragraph_89,set crore percent average net profit sub total spend spend surplus arise project program activity previous available set succeed detail unspent precede capital asset create acquire spend specify reason fail spend cent average net profit subsection sign sign place,0,0_crore_tax_net_liability
102_Castrol India Ltd._2022_2023.json,[Pursuant to clause (h) of sub-section (3) of section 134 of the Act and Rule 8(2) of the Companies ...,paragraph_90,pursuant clause sub rule form disclosure particular contract arrangement enter relate party refer sub include certain arm length transaction proviso thereto etail contract arrangement transaction arm length basis detail contract arrangement transaction arm length basis follow computer monitor use applicable computer arrangement purchase office monitor computer monitor depreciate useful free life computer monitor fellow cost cost require replacement transportation excess inventory computer applicable taxis monitor offer manage free cost acquire one- time applicable internet arrangement purchase provide internet infrastructure late secure network architecture result -fellow nominal cost enhance productivity plant time build require base plant future modernization initiative transaction complete material detail material contract arrangement transaction arm length basis contract arrangement transaction enter length basis nil behalf place,0,0_crore_tax_net_liability
102_Castrol India Ltd._2022_2023.json,[TABLE] Name(s) of the related party and nature of relationship | Nature of contracts / arrangements...,paragraph_91,related party nature relationship nature contract transaction contract transaction term contract arrangement transaction include value,0,0_crore_tax_net_liability
102_Castrol India Ltd._2022_2023.json,"[TABLE] sa diap tnuomA advances, if any | Date on which the special resolution was passed in general...",paragraph_93,diap advance special resolution pass general require proviso,-1,Outlier
102_Castrol India Ltd._2022_2023.json,[TABLE] Name(s) of the related party | Nature of relationship | Nature of contracts/ arrangements/ t...,paragraph_94,related party relationship nature transaction contract transaction term contract arrangement transaction include value approval pay advance,0,0_crore_tax_net_liability
102_Castrol India Ltd._2022_2023.json,"Annexure V PARTICULARS OF CONSERVATION OF ENERGY, d) E limination of a specific solvent disposal TEC...",paragraph_95,conservation limination specific solvent disposal foreign manufacturing process earn outgo require eliminate waste generation account rule sage organic waste composter water aerator,3,3_waste_water_plastic_emission
102_Castrol India Ltd._2022_2023.json,I. C apital investment on energy conservation B) Technology Absorption equipment (i) Efforts made to...,paragraph_96,apital investment energy conservation equipment effort technology absorption lac continue derive sustainable benefit technology lac change fuel source analytical testing blend laboratory facility operate technology deployment activity lac replacement carry line replacement star rat equipment energy optimization equipment product development step take impact conservation energy capability help business meet press consumer need partner ptimize recirculation pump usage customer leverage strength logic modification start stop global affiliate meet need blender post installation agitator local market optimization receiving launch product tank load analysis reduce motorcycle passenger energy consumption car commercial vehicle blend recipe space superior benefit change agitation time consumer continue introduction ready product grade reduce temperature space help country blend portfolio low carbon future include low ontinuous monitoring optimization air viscosity product leakage point plant upgrade mid sap ariable installation portfolio recirculation pump plant help product range optimize starting frequency vehicle product molecule technology cling specific power fuel surface lock protect consumption manufacture plant critical engine part help provide multiple energy well protection wear efficiency initiative stop start wear give nonstop protection start sustainability continue work major development proprietary water base local global oem motorcycle coat perform equivalent function passenger car commercial vehicle protection polybag segment develop product tailor creation recyclable pack requirement help power portfolio commercial use market onversion source fuel product upgrade plant heating performance portfolio reduce emission,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,• The following products in MAGNATEC • Industrial: High performance and metal portfolio were upgrade...,paragraph_97,following product high performance metal portfolio upgrade late work lubricant introduce specification launch market indian market environment friendly product stop stop w-40 industrial application introduce range r&d crore synthetic technology motorcycle oil in-1 formula bike product craft help excellent power recur acceleration excellent protection smooth riding trial carry activity relate export condition generate performance datum product local condition significant export build claim quantity product export continue effort localization project carry industrial earning automotive portfolio project aim look cost optimize formulation raw material import technology high performance automotive behalf lubricant introduce indian market include brand product thermal management transmission oil play significant role vehicle continue work oem develop fluid requirement continue develop new platform supply fluid motor,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,"Annexure VI Form No. MR-3 extent of Foreign Direct Investment, Overseas Direct SECRETARIAL AUDIT REP...",paragraph_98,extent direct secretarial audit applicable extent reportable event pursuant review rule follow prescribe prohibition regulation conduct compliance applicable statutory provision adherence good corporate practice applicable hereinafter call reportable event conduct review manner provide reasonable basis evaluate corporate conduct statutory compliance base benefit express opinion thereon applicable issue option verification book paper employee say regulation minute book form return file record review maintain information provide officer agent authorize representative conduct secretarial audit issue opinion regulation audit period cover deal client applicable comply statutory provision register issue list hereunder proper process compliance mechanism place review extent manner subject reporting hereinafter regulation applicable examine book paper minute book form propose delist return file record maintain review accord provision rule thereunder applicable buy propose buy rule thereunder review law frame thereunder applicable issue list debt security rule regulation thereunder review,2,2_internal control_audit_opinion_reporting
102_Castrol India Ltd._2022_2023.json,Castrol India Limited Annual Report 2022 - Reports vi. Th e management has identified and confirmed ...,paragraph_99,management identify confirm clarification agenda item follow law applicable meaningful participation thereunder decision examine compliance applicable carry requisite majority clause following regard base review compliance mechanism establish ss-2 issue issue take record meeting(s opinion list obligation adequate system process regulation place commensurate regulation enter size operation monitor ensure compliance applicable law rule regulation guideline period review audit period comply provision specific event action have major bearing rule affair pursuance abovementione refer law rule regulation guideline standard process collate datum mention require purpose file vide require pass alter amount enable explore new business transfer opportunity future ready growth strategy cater evolve trend automotive sector read letter constitute proper balance annex form integral independent include change composition take place period review carry compliance provision dequate notice give schedule agenda detailed note send day advance consent udin receive circulation agenda note short notice exist system seek obtain information thane,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"1. It is the responsibility of the management of the Company to maintain secretarial records, devise...",paragraph_101,responsibility management maintain secretarial record devise proper system ensure compliance provision applicable law regulation ensure system adequate operate,2,2_internal control_audit_opinion_reporting
102_Castrol India Ltd._2022_2023.json,"2. Our responsibility is to express an opinion on these secretarial records, standards and procedure...",paragraph_102,responsibility express opinion secretarial record standard procedure follow respect secretarial compliance conduct applicable issue believe audit evidence information obtain management adequate appropriate provide basis opinion require obtain reasonable assurance prepare document relation maintain free misstatement require obtain management representation compliance law rule regulation happen event disclaimer assurance future viability efficacy effectiveness management conduct affair verify correctness appropriateness record book account icsi,2,2_internal control_audit_opinion_reporting
102_Castrol India Ltd._2022_2023.json,(i) R atio of the remuneration of each Director to the median remuneration of employees of the Compa...,paragraph_104,atio remuneration median remuneration employee percentage increase remuneration ratio remuneration median remuneration employee w.e.f percentage increase comparable previous appointment receipt remuneration appoint time effect renumeration represent exclude receive percentage increase remuneration compare previous ratio remuneration median pay comparable entitle sit fee commission statutory provision limit approve detail remuneration provide detail exclude average percentage increase salary employee managerial personnel increase managerial remuneration note average increase employee include datum workman cover different period increase salary base remuneration policy reward philosophy appraisal employee exclude workman cover respective behalf place,1,1_worker_training_employee worker_calendar
102_Castrol India Ltd._2022_2023.json,[TABLE] Permanent employees on the rolls of the Company as on 31 December 2022 | 608 Percentage incr...,paragraph_107,permanent employee roll percentage increase median remuneration employee,1,1_worker_training_employee worker_calendar
102_Castrol India Ltd._2022_2023.json,[Pursuant to Part C of Schedule V to the SEBI (Listing Obligations and Disclosure Requirements) Regu...,paragraph_108,pursuant schedule sebi list regulation philosophy include woman conformity governance practice stem value system philosophy organization list castrol commit optimize return governance process entrepreneurial amend time time performance focus conducive work environment consist value comprise way nominate working fundamental driver sustainable provide business performance responsible ensure process structure direct action agent achieve relate purpose comply policy cover aspect review follow change ethical conduct care health safety take place composition environment control finance commitment employee relationship root appointment key aspect process period effect clear process relationship cessation framework prudent effective control enable risk assess mitigate effect set value standard ensure obligation stakeholder understand fulfil effect recognize conduct business responsive relevant stakeholder appropriate determine appoint member long term strategy plan total number base proposal achieve retire rotation pursuant provision purpose serve disclosure requirement base accordance term contract service principle divide part,5,5_stakeholder_cyber_cyber security_governance
102_Castrol India Ltd._2022_2023.json,BRSR forms a part of the annual report and is being Based on the confirmation/disclosures received f...,paragraph_109,brsr form base confirmation disclosure receive publish voluntary basis evaluation relationship disclose opinion fulfil condition specify sebi independent comprise management optimum combination,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"The composition of the Board, directorships/committee membership positions in other companies as on ...",paragraph_110,composition membership position number hold attend follow yes yes represent represent represent represent yes yes yes exclude membership include membership public list cease effect appoint effect appoint effect name list entity category time,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"Mr. Uday Khanna holds 1,600 equity shares of the During the financial year, total 5 (five) Board mee...",paragraph_113,hold total hold hold hold maximum interval issue convertible security maximum allow gap pursuant meet regular interval discuss decide business policy strategy business tentative calendar meet circulate advance presence management facilitate plan schedule ensure representative review performance participation case special urgent business need assess quality approval take pass resolution timeliness flow information circulation permit law note management confirm subsequent,-1,Outlier
102_Castrol India Ltd._2022_2023.json,The notice of Board meeting is given well in advance The Board members are provided with necessary t...,paragraph_114,notice give advance member provide necessary document brochure internal policy hold agenda pre read enable familiarize circulate advance procedure practice periodic facilitate effective discussion presentation decision making considerable time spend business performance discussion deliberation update global business environment business strategy risk involve adopt web base application appointment share agenda background note issue letter appointment electronic form set detail term appointment duty application maintain high responsibility expect time commitment standard security integrity require induction process sharing storage include interactive session background note electronic form management business functional head visit market plant responsible preparation agenda include time time background paper convening request management provide detailed understanding specific project activity attend process management provide advise assure information training compliance governance principle ensure appropriate recording minute web link give detail familiarization programme impart addition formal interaction place country site new home investor familiarization prog directors-.pdf,5,5_stakeholder_cyber_cyber security_governance
102_Castrol India Ltd._2022_2023.json,The table below highlights the core areas of expertise/skills/competencies of the Board members. How...,paragraph_115,highlight core area expertise skill competency member absence mention skill expertise competency indicate possess expertise competency skill operations- knowledge provide important insight perspective commercial strategic manufacturing legal function leadership experience result practical understanding process develop talent succession planning drive long term growth strategy knowledge understanding business risk provide insight perspective enterprise risk develop high level governance practice provide insight maintain management accountability protect stakeholder interest expertise include understanding analysis corporate finance accounting capital market business understanding lubricant operating business environment market access healthcare solution respond change agility optimism innovation sound knowledge understanding diverse environment conditionsexperience have manage organisation large customer interface vital business environment economic condition help leverage consumer insight business benefit understand use value chainunderstande use value chain ability foresee technological drive change disruption impact business appreciation need cyber security control organisation specify criterion performance evaluation commit evaluate performance evaluate performance individual order identify strength area improve function overall effectiveness measure decide appointment appointment detail evaluation process provide,-1,Outlier
102_Castrol India Ltd._2022_2023.json,Following are the major criteria applied for performance 3. Approval of payment to statutory auditor...,paragraph_117,follow major criterion apply performance approval payment statutory auditor evaluation service render statutory auditor attendance contribution eviewing management application expertise auditor thereon leadership quality knowledge submission approval strategic direction enhance value particular reference ability create performance culture matter require include drive value creation high quality debate responsibility robust probe discussion include term clause sub ability monitor performance management satisfy integrity change accounting policy control system place practice reason performance evaluate major accounting entry involve estimate base help bring independent base exercise judgment judgment bear deliberation management issue strategy performance risk management resource key appointment significant adjustment standard conduct ability bring arise audit finding objective view evaluation performance compliance listing legal management requirement relate seek appointment appointment disclosure related party transaction detail seek appointment draft audit appointment form review management quarterly submission approval eviewing management set carry us application fund raise define role consider perform issue public issue right issue preferential issue member good governance fund utilize purpose practice minute proceeding state offer document circulate place prospectus notice submit note monitoring agency monitor utilisation establish follow proceed public right issue make appropriate recommendation step matter member wide exposure knowledge area finance accounting review monitor auditor term reference independence performance draw line sebi list effectiveness audit process pproval subsequent modification provide reassurance transaction list entity related party existence effective internal scrutiny inter corporate loan investment control environment valuation undertaking asset list term reference entity necessary describe evaluation internal control risk versight reporting management system process disclosure review management performance information ensure statutory internal auditor adequacy correct sufficient credible internal control system recommendation appointment remuneration eviewe adequacy internal audit function term appointment auditor include structure internal audit department staffing seniority official,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"Castrol India Limited Annual Report 2022 - Reports heading the department, reporting structure excha...",paragraph_118,head department structure term coverage frequency internal audit iscussion internal auditor significant fund utilize finding follow purpose state offer document prospectus notice review finding internal term investigation internal auditor matter list suspect fraud irregularity failure internal control system material nature matter comprise member viz discussion statutory auditor audit commence nature scope audit post audit discussion ascertain area concern review cease member effect look reason substantial default payment depositor debenture appoint member holder case non payment effect declare dividend creditor attend review functioning whistle blower mechanism pproval appointment permanent invitee attend assess qualification experience cost audit background candidate discuss carry function mention act term reference audit attend review utilization loan advance investment exceed rupee crore hold asset size low include exist loan advance investment exist come force provision attendance member onsider comment rationale give benefit impact scheme involve merger demerger amalgamation list entity review follow information management discussion analysis condition result operation anagement letter letter internal control weakness issue statutory auditor internal audit relate internal control weakness appointment removal term remuneration chief internal auditor subject review audit deviation cease member quarterly effect include monitor agency appoint member applicable submit stock effect,-1,Outlier
102_Castrol India Ltd._2022_2023.json,(B) Nomination and Remuneration Committee is important for effective corporate governance and sustai...,paragraph_120,important effective corporate governance sustain commercial success term aim achieve sustainable balanced sebi development build diverse inclusive culture annex constitute hold term reference describe dentify person qualified attend appoint senior management accordance criterion hold lay recommend act appointment removal carry evaluation performance attendance member give devise policy diversity criterion determine qualification positive attribute independence recommend policy relate remuneration employee ormulation criterion evaluation performance decide extend continue term appointment basis performance evaluation independent ecommend remuneration form payable senior management pecuniary relationship transaction comprise member viz payment sit fee pay attend commission chair approve review change invaluable service adopt policy detail remuneration pay policy compliance pay salary applicable provision performance link bonus calculate base read pre determined parameter performance applicable rule thereto pay sit fee design commission determine time attract retain good talent potential time receive drive growth enhance value remuneration include sit fee sit fee essential adopt comprehensive compensation policy pay permissible synchronization industry trend adopt policy base principle criterion make payment balance skill experience disclose diversity perspective appropriate available business recognize dam castrol country site new compose qualified people document investor nrc_policy_cil_2018.pdf broad spectrum experience relevant business,-1,Outlier
102_Castrol India Ltd._2022_2023.json,The details of remuneration paid to Executive Directors for (C) Stakeholders' Relationship Committee...,paragraph_122,detail remuneration pay constitute monitor review investor grievance comprise,-1,Outlier
102_Castrol India Ltd._2022_2023.json,Mr. Deepesh Baxi. Mr. R. Gopalakrishnan is the Chairman of the Committee. The Company Secretary & Co...,paragraph_123,act redressal shareholders'/investor complaint review change hold retiral benefit consist member attend said performance base incentive pay attend key parameter performance base variable component remuneration avail consider attendance member give base recommendation link short- term performance plan total overall bonus link performance relative measure target reflect plan turn reflect strategy agreement period party agreement entitle detail shareholders'/investor complaint terminate agreement give month notice write party complaint receive appointment total complaint receive management employee pende complaint virtue employment relate non receipt dividend share term employment salary transfer pay service contract notice period severance fee govern applicable policy relevant point time scheme grant stock option employee entitle force responsibility comprise detail remuneration review change act hold pay,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"The attendance of each member of the CSR Committee 6. To consider appointing, removing and deciding ...",paragraph_129,attendance member consider appoint remove deciding give term remuneration seek information employee obtain legal professional advice secure attendance outsider relevant expertise consider necessary review evaluate development execution risk mitigation strategy opportunity propose management select review disclosure risk ogether review assess discuss significant risk exposure refer comprise detail activity carry,-1,Outlier
102_Castrol India Ltd._2022_2023.json,& Compliance Officer acts as the Secretary to the In terms of Regulation 21 of the SEBI Listing Comm...,paragraph_130,act term review change constitute hold term reference describe,2,2_internal control_audit_opinion_reporting
102_Castrol India Ltd._2022_2023.json,The attendance of each member of the RMC is given below: which shall include: (a) A framework for id...,paragraph_131,attendance member give include framework identification internal external risk face list entity particular include reputational operational sectoral sustainability relate risk information cyber security risk risk determine measure risk mitigation include system process internal control identify risk business continuity plan ensure appropriate methodology process system place monitor lay internal control evaluate risk associate business framework combination entity level control process level control general control inter alia ensure orderly efficient conduct monitor oversee implementation business include adherence risk management policy include evaluate policy procedure accuracy completeness adequacy risk management system accounting record timely preparation,5,5_stakeholder_cyber_cyber security_governance
102_Castrol India Ltd._2022_2023.json,"policy, at least once in two years, including by safeguarding of assets, prevention and detection of...",paragraph_132,policy include safeguarding asset prevention detection consider change industry dynamic fraud error evolve complexity evaluation internal control inform internal audit process establish nature content discussion appoint recommendation action take professional firm carry test way,2,2_internal control_audit_opinion_reporting
102_Castrol India Ltd._2022_2023.json,Castrol India Limited Annual Report 2022 - Reports systematic annual internal audit program. Based 5...,paragraph_136,systematic internal audit program base review evaluation time agm confirm preparation account applicable follow design internal control find adequate significant deficiency notice visual ist recommendation conference appointment appoint term effective appointment material commercial transaction member management potential term effective conflict interest large detail relate commercial transaction follow pecuniary interest provide pass propose interested participate discussion vote matter clause base value clarify principle expectation work apply employee officer member available website home document investor bp_code_of clause responsible ensure rule place avoid conflict interest pass member adopt member senior management team provision provide require avoid read interest contract enter administration rule interest exist require amend issue adequate disclosure abstain member seek discussion vote influence decision consent respect alteration object clause matter concerned alteration interest member compliance provision management confirm compliance applicable provision read provide remote voting facility member engage senior management team addition service copy say cdsl facilitate voting enable available website cast vote appoint dam castrol country site new document investor coc_board_sr_mgt_2020.pdf,-1,Outlier
102_Castrol India Ltd._2022_2023.json,[TABLE] .on noituloseR | Particulars of Resolutions | % of Votes in favour on votes polled | % of Vo...,paragraph_140,noituloser favour vote poll vote poll,6,6_voting_vote_click_login
102_Castrol India Ltd._2022_2023.json,Castrol India Limited Annual Report 2022 - Reports the Scrutinizer for Postal Ballot process. The vo...,paragraph_141,process voting period office commence a.m. p.m. cut purpose determine number receipt proxy form applicable completion scrutiny submit authorise accept acknowledge countersign declare voting result accordance provision frame thereunder issue obtain approval vide order special resolution propose conduct postal ballot follow mean interact multiple channel communication result announcement medium release website subject specific 09- communication special 03- quarterly half yearly result final performance publish lead 09- newspaper final 09- aforesaid result available final website 07- investor results.html 07- website display vital information relate performance official 04- press release interim 08- 09- quarterly result shareholde pattern 07- corporate communication stock exchange 08- 09- file list list dissemination respective website refer analyst institutional investor meet call quarter display website castrol.com/en_in/india/home/investors/intimation- list fee pay time tock nnual facility,-1,Outlier
102_Castrol India Ltd._2022_2023.json,Monthly high and low quotation of the equity shares of the Company traded on the BSE and the NSE dur...,paragraph_144,monthly high low quotation trade comparison index,0,0_crore_tax_net_liability
102_Castrol India Ltd._2022_2023.json,(INDEXED) (INDEXED) BSE Nifty Castrol Castrol 120.00 120.00 110.00 110.00 100.00 100.00 90.00 90.00 ...,paragraph_145,m-30 m-30 security suspend trading stock exchange list toll free number appoint have registration number place effect,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"The Board has delegated the authority for approving transfer, transmission, dematerialisation of sha...",paragraph_147,delegate authority approve transfer transmission dematerialisation obtain certificate requirement file available website term amend sebi transfer security physical form process security hold demat mode effect mandatory list issue security demat mode process investor service request issue duplicate share certificate exchange sub consolidation security transposition security vide clarify list rta issue lieu share certificate process aforesaid investor service request distribution shareholding size class distribution shareholding ownership total pay capital viii nationalise nationalize bank relative base folio pay share capital dematerialize trading permit dematerialized form hold dematerialized form,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"In terms of Regulation 39 of the SEBI Listing Regulations, details of the equity shares lying in the...",paragraph_150,term sebi detail lie follow aggregate number outstanding suspense account lie beginning transfer account number approach list entity transfer suspense account number transfer account number outstanding suspense account lie end base confirm voting right website remain frozen rightful owner com content dam castrol country site claim document investor rpt- policy intend convertible ensure proper reporting approval instrument conversion likely impact disclosure process place issue transaction relate convertible instrument party related party transaction potential conflict interest large plant locate non compliance penalty stricture impose statutory query relate authority matter relate capital market robust whistle blower mechanism call open talk employee investor encourage raise concern +91 way whistle blow employee commodity price risk foreign exchange risk hedging give access activity dedicated mail address subject commodity price risk employee fluctuation price base oil deny access payable foreign currency fluctuation pertain foreign exchange price subject foreign exchange detail payment risk place robust risk management framework identification monitoring mitigation eloitte accountant registration appoint significant relate party pay transaction have potential conflict consolidated sum crore interest large line applicable statutory requirement formulate policy need frame policy determine available material,-1,Outlier
